Electrical conductivity (mostly) in ohm-1 * cm-1

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
NaClO3-NaNO3,51.5-48.5,+E,520,550,,34.4551,-19100.7,,,,,
NaClO3-NaNO3,72.7-27.3,+E,520,560,,53.4328,-21837.08,,,,,
NaClO3-NaNO3,100-0,+E,540,560,,48.3,-22348.79,,,,"For 100% NaClO3, the results have been advanced as the recommended data set.",
NaClO4-NaNO3,60-10 NaClO4,I2,673,,,1.341,-0.00612,4.56E-5,,,,
NaC2H3O2,100,+E,600,630,,12.897,-21229.55,,,,,
NaC2H3O2-RbC2H3O2,0-100,+E,550,620,,27.21,-24060.91,,,,"For 100% RbC2H3O2, the results have been advanced as the recommended data set.",
NaC2H3O2-RbC2H3O2,25-75,+E,560,620,,28.323,-24632.04,,,,,
NaC2H3O2-RbC2H3O2,50-50,+E,550,610,,39.405,-26489.35,,,,,
NaC2H3O2-RbC2H3O2,75-25,+E,550,620,,33.335,-25910.27,,,,,
NaC2H3O2-RbC2H3O2,100-0,+E,600,630,,12.897,-21229.55,,,,"For 100% NaC2H3O2, the results have been advanced as the recommended data set.",
NaF,100,+E,1276,1411,5%,10.49,-7966.47,,,,,
NaF-Na2B4O7,0-100,+E,1023,1123,,434.2,-66238.01,,,,"For 100% Na2B4O7, the departures from the recommended data set are: 1030 K, 0.0%, 1120 K, +22%.",
NaF-Na2B4O7,8.5-91.5,+E,1020,1130,,266.583,-61208.76,,,,,
NaF-Na2B4O7,27.4-72.6,+E,1020,1130,,206.107,-55928.46,,,,,
NaF-Na2B4O7,43-57,+E,1080,1130,,192.004,-52166.98,,,,,
NaF-Na2B4O7,62.4-37.6,+E,1080,1130,,208.469,-48317.64,,,,,
NaF-Na3AlF6,0-100,+E,1270,1350,,9.267,-12694.47,,,,"For 100% Na3AlF6, the results have been advanced as the recommended data set.",
NaF-Na3AlF6,35.7-64.3,+E,1270,1350,,9.23757,-11473.98,,,,,
NaF-Na3AlF6,50.0-50.0,+E,1270,1350,,9.58462,-11642.59,,,,,
NaF-Na3AlF6,76.9-23.1,+E,1270,1350,,12.2565,-12235.48,,,,,
NaF-Na3AlF6,100-0,+E,1270,1350,,19.932,-13589.86,,,,"For 100% NaF, the departures from the recommended data set are: 1280 K, +12%, 1350 K, +15%.",
NaF-SmF3,50.0-50.0,+E,1280,1340,,22.333,-22669.92,,,,,
NaF-SmF3,60.0-40.0,+E,1150,1340,,26.626,-23777.23,,,,,
NaF-SmF3,70.0-30.0,+E,1120,1340,,19.674,-19631.24,,,,,
NaF-SmF3,80.0-20.0,+E,1110,1340,,18.117,-16994.86,,,,,
NaF-SmF3,90.0-10.0,+E,1180,1340,,18.192,-14963.49,,,,,
NaF-SmF3,100.0-0.0,+E,1310,1340,,21.451,-15165.16,,,,"For 100% NaF, the departures from the recommended data set are: 1310 K, +5.6%,1340 K, +7.7%.",
NaF-SrF2,59.9-40.1,+E,1180,1360,,22.513,-15790.68,,,,,
NaF-ThF4,50.0-50.0,+E,1080,1270,,43.669,-30091.83,,,,,
NaF-ThF4,60.0-40.0,+E,1080,1270,,17.213,-20977.67,,,,,
NaF-ThF4,67.0-33.0,+E,1080,1270,,17.894,-20661.36,,,,,
NaF-ThF4,80.0-20.0,+E,1080,1270,,13.471,-15308.68,,,,,
NaF-ThF4,88.0-12.0,+E,1180,1270,,12.629,-12564.76,,,,,
NaF-ThF4,100.0-0.0,+E,1320,1360,,21.792,-15343.4,,,,"For 100% NaF, the departures from the recommended data set are: 1320 K, +5.6%,1350 K, +7.7%.",
NaF-UF4,25.0-75.0,+E,1180,1280,,15.405,-19105.3,,,,,
NaF-UF4,45.3-54.7,+E,1080,1280,,16.611,-18924.13,,,,,
NaF-UF4,54.0-46.0,+E,1060,1280,,16.94,-19008.65,,,,,
NaF-UF4,65.0-35.0,+E,980,1280,,26.525,-23901.5,,,,,
NaF-UF4,75.0-25.0,+E,1080,1280,,21.36,-21724.95,,,,,
NaF-UF4,78.0-22.0,+E,980,1280,,17.346,-19120.36,,,,,
NaF-UF4,85.0-15.0,+E,1140,1280,,12.425,-13871.45,,,,,
NaF-UF4,100-0,+E,1310,1360,,21.792,-15343.4,,,,"For 100% NaF, the departures from the recommended data set are: 1320 K, +5.6%,1350 K, +7.7%.",
NaF-YF3,50.0-50.0,+E,1180,1340,,29.293,-26883.49,,,,,
NaF-YF3,68.0-32.0,+E,980,1340,,21.779,-21713.23,,,,,
NaF-YF3,71.0-29.0,+E,980,1340,,24.933,-22368.88,,,,,
NaF-YF3,80.0-20.0,+E,1100,1340,,15.639,-16180.22,,,,,
NaF-YF3,90.0-10.0,+E,1220,1340,,12.811,-11831.29,,,,,
NaF-YF3,100.0-0.0,+E,1320,1340,,21.792,-15343.4,,,,"For 100% NaF, the departures from the recommended data set are: 1310 K, +5.6%,1350 K, +7.7%.",
NaF-ZrF4,50-50,+E,873,1173,,36.405,-29158.37,,,,,
NaF-ZrF4,57-43,+E,873,1173,,21.827,-22508.2,,,,,
NaI,100,+E,936,1187,5%,8.292,-10138.,,,,,
NaI-NdI3,0-100,+E,1093,1196,,9.437,-28271.34,,,,"For 100% NdI3, the departures from the recommended data set are: 1090 K, +0.72%, 1190 K, +4.0%.",
NaI-NdI3,10-90,+E,1093,1196,,6.13,-22757.58,,,,,
NaI-NdI3,20-80,+E,1093,1196,,6.849,-22201.93,,,,,
NaI-NdI3,30-70,+E,1093,1196,,5.758,-19046.72,,,,,
NaI-NdI3,40-60,+E,1093,1196,,4.99,-16141.31,,,,,
NaI-NdI3,50-50,+E,1093,1196,,5.655,-15854.7,,,,,
NaI-NdI3,60-40,+E,1093,1196,,5.214,-13674.8,,,,,
NaI-NdI3,70-30,+E,1093,1196,,5.304,-12216.23,,,,,
NaI-NdI3,80-20,+E,1093,1196,,5.868,-11533.39,,,,,
NaI-NdI3,90-10,+E,1093,1196,,6.726,-10837.16,,,,,
NaI-NdI3,100-0,+E,1093,1196,,5.48763,-6012.93,,,,"For 100% NaI, the departures from the recommended data set are: 1090 K, +4.3%,1190 K, +1.7%.",
NaI-RbI,0-100,+E,950,1100,,4.132,-11789.45,,,,"For 100% RbI, the departures from the recommended data set are: 950 K, +1.4%, 1100 K, -1.6%.",
NaI-RbI,50-50,+E,930,1120,,4.19,-8939.27,,,,,
NaI-RbI,100-0,+E,960,1120,,5.465,-6480.71,,,,"For 100% NaI, the departures from the recommended data set are: 950 K, +4.7%, 1120 K, -2.4%.",
NaNO2,100,+E,554,723.2,3%,13.2,-10878.58,,,,,
NaNO2-NaNO3,0-100,+E,600,720,,13.4,-13054.3,,,,"For 100% NaNO3, the departures from the recommended data set are: 610 K, -7.3%, 720 K, -4.7%.",
NaNO2-NaNO3,20.0-80.0,+E,570,720,,12.4,-11966.44,,,,,
NaNO2-NaNO3,25.0-75.0,+E,560,720,,11.7,-11506.19,,,,,
NaNO2-NaNO3,50.0-50.0,+E,520,720,,11.2,-10962.26,,,,,
NaNO2-NaNO3,70.0-30.0,+E,520,720,,12.,-10962.26,,,,,
NaNO2-NaNO3,85.0-15.0,+E,550,720,,12.6,-11004.1,,,,,
NaNO2-NaNO3,92.5-7.5,+E,560,720,,13.2,-11045.94,,,,,
NaNO2-NaNO3,100-0,+E,570,720,,13.2,-10878.58,,,,"For 100% NaNO2, the results have been advanced as the recommended data set.",
NaNO2-Na2MoO4,0-100,+E,990,1170,,17.223,-22181.85,,,,"For 100% Na2MoO4, the departures from the recommended data set are: 1020 K, +0.5%, 1170 K, +1.7%.",
NaNO2-Na2MoO4,30-70,+E,870,1030,,14.4999,-18804.47,,,,,
NaNO2-Na2MoO4,50-50,+E,870,990,,11.162,-15745.07,,,,,
NaNO2-Na2MoO4,80-20,+E,750,910,,10.6824,-12526.69,,,,,
NaNO2-Na2MoO4,92-8,+E,630,870,,9.41002,-9799.93,,,,,
NaNO2-Na2MoO4,96.8-3.2,+E,590,750,,10.1533,-9671.06,,,,,
NaNO2-Na2MoO4,100-0,+E,630,770,,11.1671,-9811.23,,,,"For 100% NaNO2, the departures from the recommended data set are: 630 K, +3.7%, 750 K, +0.41%.",
NaNO2-Na2WO4,0-100,+E,980,1060,,12.1777,-20674.75,,,,"For 100% Na2WO4, the departures from the recommended data set are: 980 K, -3.9%, 1060 K, 0.0%.",
NaNO2-Na2WO4,30-70,+E,940,1020,,19.327,-22278.5,,,,,
NaNO2-Na2WO4,50-50,+E,860,1020,,13.6808,-17019.12,,,,,
NaNO2-Na2WO4,80-20,+E,780,940,,15.5879,-15611.6,,,,,
NaNO2-Na2WO4,92-8,+E,740,860,,9.94107,-10740.09,,,,,
NaNO2-Na2WO4,97-3,+E,620,760,,8.96116,-8973.16,,,,,
NaNO2-Na2WO4,100-0,+E,620,760,,11.1671,-9811.23,,,,"For 100% NaNO2, the departures from the recommended data set are: 630 K, +3.7%, 750 K, +0.41%.",
NaNO2-TlNO2,0-100,+E,473,533,,6.145,-9153.07,,,,"For 100% TlNO2, the results have been advanced as the recommended data set.",
NaNO2-TlNO2,10-90,+E,473,533,,15.6225,-13252.62,,,,,
NaNO2-TlNO2,18-82,+E,473,533,,19.28,-14212.87,,,,,
NaNO2-TlNO2,25-75,+E,473,553,,18.2568,-13919.98,,,,,
NaNO2-TlNO2,36-64,+E,473,553,,19.8449,-13981.49,,,,,
NaNO2-TlNO2,54-46,+E,493,553,,14.6608,-11844.68,,,,,
NaNO2-TlNO2,64-36,+E,533,553,,22.923,-13337.14,,,,,
NaNO2-TlNO2,74-26,DP,,,,1.41,553K,,,,,
NaNO2-TlNO3,0-100,+E,513,573,,8.81491,-12786.1,,,,"For 100% TlNO3, the departures from the recommended data set are: 510 K, +2.0%, 570 K, +1.1%.",
NaNO2-TlNO3,10-90,+E,513,573,,11.0168,-13289.02,,,,,
NaNO2-TlNO3,16-84,+E,453,573,,15.2802,-14442.15,,,,,
NaNO2-TlNO3,30-70,+E,453,573,,20.1443,-15066.42,,,,,
NaNO2-TlNO3,40-60,+E,453,573,,25.7803,-15743.4,,,,,
NaNO2-TlNO3,60-40,+E,453,573,,33.416,-16109.92,,,,,
NaNO2-TlNO3,70-30,+E,473,573,,41.5886,-16683.98,,,,,
NaNO2-TlNO3,85-15,+E,513,573,,30.0529,-14532.11,,,,,
NaNO2-TlNO3,90-10,+E,533,573,,22.786,-12976.47,,,,,
NaNO2-TlNO3,100-0,DP,,,,1.68,573K,,,,"For 100% NaNO2 at 573 K, the departure from the recommended data set is +9%.",
NaNO3,100,+E,583,691,1.5%,12.103,-12154.72,,,,,
NaNO3-Na2MoO4,0-100,+E,980,1160,,17.223,-22181.85,,,,"For 100% Na2MoO4, the departures from the recommended data set are: 1020 K, +0.5%, 1170 K, +1.7%.",
NaNO3-Na2MoO4,30-70,+E,900,1020,,13.2805,-18528.74,,,,,
NaNO3-Na2MoO4,50-50,+E,820,1020,,13.2772,-17429.58,,,,,
NaNO3-Na2MoO4,80-20,+E,780,940,,12.1851,-14848.43,,,,,
NaNO3-Na2MoO4,92-8,+E,620,860,,8.59046,-11249.71,,,,,
NaNO3-Na2MoO4,96.8-3.2,+E,620,780,,8.86201,-10913.73,,,,,
NaNO3-Na2MoO4,100-0,+E,620,820,,8.90357,-10438.84,,,,"For 100% NaNO3, the departures from the recommended data set are: 610 K, +3.2%, 820 K, -5.4%.",
NaNO3-Na2SO4,95.22-4.78,+E,620,640,,15.5531,-13972.7,,,,,
NaNO3-Na2SO4,97.14-2.86,+E,620,640,,11.6557,-12291.96,,,,,
NaNO3-Na2SO4,98.97-1.03,+E,620,640,,10.1863,-11427.11,,,,,
NaNO3-Na2WO4,0-100,+E,970,1140,,12.178,-20674.75,,,,"For 100% Na2WO4, the departures from the recommended data set are: 980 K, -3.9%, 1140 K, +3.4%.",
NaNO3-Na2WO4,30-70,+E,930,1050,,21.2295,-22664.27,,,,,
NaNO3-Na2WO4,50-50,+E,870,1020,,12.0861,-16472.68,,,,,
NaNO3-Na2WO4,80-20,+E,840,960,,13.0793,-15080.64,,,,,
NaNO3-Na2WO4,92-8,+E,780,870,,15.0766,-14974.37,,,,,
NaNO3-Na2WO4,97-3,+E,630,820,,37.6187,-11726.27,,,,,
NaNO3-Na2WO4,100-0,+E,630,830,,8.9036,-10438.84,,,,"For 100% NaNO3, the departures from the recommended data set are: 610 K, +3.2%, 820 K, -5.4%.",
NaNO3-PbCl2,91.992-8.008,+E,620,630,,5.6417,-8574.41,,,,,
NaNO3-PbCl2,92.979-7.021,+E,620,630,,7.68662,-10148.88,,,,,
NaNO3-PbCl2,96.914-3.086,+E,620,640,,9.49915,-11107.03,,,,,
NaNO3-RbNO3,0-100,+E,590,720,,8.9221,-15112.86,,,,"For 100% RbNO3, the departures from the recommended data set are: 590 K, 0.0%,700 K, -1.8%.",
NaNO3-RbNO3,25-75,+E,570,680,,11.145,-15422.48,,,,,
NaNO3-RbNO3,50-50,+E,500,650,,20.386,-17513.26,,,,,
NaNO3-RbNO3,75-25,+E,580,680,,11.055,-13158.9,,,,,
NaNO3-RbNO3,100-0,+E,610,690,,11.089,-11673.56,,,,"For 100% NaNO3, the departures from the recommended data set are: 610 K, +0.73%, 690 K, +0.38%.",
NaNO3-TlCl,100-0 NaNO3,I2,703,,,1.109,-0.00545,9.E-5,,,"For both 100% NaNO3 and 100% TlCl at 703 K, the departure from the recommendeddata set is, respectively, -3.5% and -2.3%.",
NaNO3-TlNO2,0-100,+E,473,533,,6.145,-9153.07,,,,"For 100% TlNO2, the results have been advanced as the recommended data set.",
NaNO3-TlNO2,10-90,+E,473,553,,3.7032,-7214.59,,,,,
NaNO3-TlNO2,20-80,+E,453,553,,3.7367,-7440.95,,,,,
NaNO3-TlNO2,30-70,+E,453,553,,4.395,-8244.29,,,,,
NaNO3-TlNO2,40-60,+E,453,553,,4.95975,-8871.07,,,,,
NaNO3-TlNO2,47-53,+E,453,553,,5.84685,-9572.73,,,,,
NaNO3-TlNO2,55-45,+E,453,553,,5.90625,-9589.05,,,,,
NaNO3-TlNO3,0-100,+E,483,623,,8.026,-12510.37,,,,"For 100% TlNO3, the departures from the recommended data set are: 490 K, -0.26%, 620 K, -3.5%.",
NaNO3-TlNO3,10-90,+E,473,613,,9.683,-13284.42,,,,,
NaNO3-TlNO3,20-80,+E,443,609,,13.598,-14732.11,,,,,
NaNO3-TlNO3,23.6-76.4,+E,473,613,,11.679,-14016.63,,,,,
NaNO3-TlNO3,32-68,+E,483,619,,11.767,-13953.87,,,,,
NaNO3-TlNO3,40-60,+E,503,623,,11.948,-13907.85,,,,,
NaNO3-TlNO3,50-50,+E,513,633,,12.517,-13958.06,,,,,
NaNO3-TlNO3,60-40,+E,533,627,,12.572,-13757.22,,,,,
NaNO3-TlNO3,70-30,+E,543,623,,13.608,-13836.72,,,,,
NaNO3-TlNO3,80-20,+E,553,631,,14.353,-13811.62,,,,,
NaNO3-TlNO3,90-10,+E,573,631,,13.974,-13326.26,,,,,
NaNO3-TlNO3,100-0,+E,583,673,,12.982,-12514.55,,,,"For 100% NaNO3, the departures from the recommended data set are: 590 K, -0.34%, 670 K, +0.52%.",
NaOH,100,+E,593.2,723.2,,24.4901,-12084.43,,,,,
NaOH-Na2CO3,91.4-8.6,+E,630,710,,24.092,-14655.12,,,,,
NaOH-Na2CO3,93.8-6.2,+E,630,710,,23.5955,-14239.65,,,,,
NaOH-Na2CO3,96.0-4.0,+E,630,710,,22.667,-13613.71,,,,,
NaOH-Na2CO3,98.1-1.9,+E,590,710,,26.4579,-13797.81,,,,,
NaOH-Na2CO3,98.3-1.7,+E,590,710,,21.7504,-12246.77,,,,,
NaOH-Na2CO3,99.4-0.6,+E,610,730,,24.0388,-12570.2,,,,,
NaOH-Na2CO3,100-0,+E,600,720,,24.4901,-12084.43,,,,"For 100% NaOH, the results have been advanced as the recommended data set.",
NaOH-Na2CO3-Na2SiO3,93.8-1.8-4.4,+E,780,870,,17.3296,-12239.66,,,,,
NaOH-Na2CO3-Na2SiO3,96.1-1.8-2.1,+E,780,870,,19.3912,-12332.96,,,,,
NaPO3,100,+E,1100,1300,5%,9.12716,-21516.16,,,,,
NaPO3-Na4P2O7,26.0-74.0,+E,1000,1140,,65.453,-34512.72,,,,,
NaPO3-Na4P2O7,27.5-72.5,+E,900,1100,,60.3761,-34232.39,,,,,
NaPO3-Na4P2O7,40.0-60.0,+E,840,1080,,65.2419,-35863.76,,,,,
NaPO3-Na4P2O7,42.0-58.0,+E,900,980,,65.6377,-36011.87,,,,,
NaPO3-WO3,40-60,+E,1180,1210,,23333.4,-112643.53,,,,,
NaPO3-WO3,45-55,+E,1180,1210,,9555.23,-99262.88,,,,,
NaPO3-WO3,50-50,+E,1180,1210,,170581.,-128480.24,,,,,
NaPO3-WO3,55-45,+E,1180,1210,,1912.97,-81597.73,,,,,
NaPO3-WO3,60-40,+E,1120,1210,,12139.4,-97877.95,,,,,
NaPO3-WO3,65-35,+E,1130,1210,,4640.23,-87087.23,,,,,
NaPO3-WO3,70-30,P1,1030,1210,,-3.7868,0.0038163,,,,,
NaPO3-WO3,75-25,+E,1080,1210,,723.348,-66740.1,,,,,
NaPO3-WO3,80-20,P2,970,1210,,12.8033,-0.0251263,1.27235E-5,,,,
NaPO3-WO3,85-15,+E,980,1210,,233.296,-55367.8,,,,,
NaPO3-WO3,90-10,+E,980,1210,,93.9099,-44589.63,,,,,
NaPO3-WO3,95-5,+E,980,1210,,50.2256,-37269.19,,,,,
NaPO3-WO3,100-0,+E,980,1210,,55.88,-37321.9,,,,"For 100% NaPO3, the departures from the recommended data set are: 980 K, -13%,1210 K, +27%.",
NaSCN,100,+E,583,643,2%,43.,-19832.49,,,,,
NaVO3,100,+E,940,1280,4%,10.797,-15941.31,,,,,
NaVO3-V2O5,0-100,+E,965,1215,,4881.4,-90821.93,,,,"For 100% V2O5, the results have been advanced as the recommended data set.",
NaVO3-V2O5,0-100,+E,1140,1237,,16.1687,-35010.21,,,,"For 100% V2O5, the departures from the recommended data set are: 1140 K, +19%,1230 K, -22%.",
NaVO3-V2O5,1.0-99.0,+E,1000,1100,,2290.87,-78660.52,,,,,
NaVO3-V2O5,6.6-93.4,+E,1000,1100,,1621.81,-71966.,,,,,
NaVO3-V2O5,9.8-90.2,+E,980,1160,,37.1483,-35766.27,,,,,
NaVO3-V2O5,9.9-90.1,+E,1000,1100,,588.84,-61505.83,,,,,
NaVO3-V2O5,15.5-84.5,+E,1000,1100,,186.21,-49790.43,,,,,
NaVO3-V2O5,17.7-82.3,+E,1040,1160,,41.9907,-31824.87,,,,,
NaVO3-V2O5,20.0-80.0,+E,1000,1100,,208.93,-49790.43,,,,,
NaVO3-V2O5,21.0-79.0,+E,1040,1160,,56.9945,-34289.71,,,,,
NaVO3-V2O5,23.8-76.2,+E,1000,1100,,204.17,-48953.62,,,,,
NaVO3-V2O5,28.5-71.5,+E,1000,1100,,162.18,-45187.96,,,,,
NaVO3-V2O5,33.0-67.0,+E,980,1160,,35.5096,-30126.14,,,,,
NaVO3-V2O5,49.8-50.2,+E,920,1160,,6.3956,-17941.71,,,,,
NaVO3-V2O5,56.9-43.1,+E,920,1160,,13.7617,-24463.,,,,,
NaVO3-V2O5,78.3-21.7,+E,920,1160,,6.70205,-15657.21,,,,,
NaVO3-V2O5,100-0,+E,923,1173,,9.043,-14276.05,,,,"For 100% NaVO3, the departures from the recommended data set are: 940 K, +3.7%, 1170 K, -0.6%.",
Na2B4O7,100,+E,1030,1260,10%,36.42,-45016.41,,,,,
Na2B4O7-WO3,50-50,+E,1070,1270,,104.469,-54246.47,,,,,
Na2B4O7-WO3,56.3-43.7,+E,1070,1270,,67.9469,-50664.9,,,,,
Na2B4O7-WO3,61.8-38.2,+E,1070,1270,,81.6379,-52970.33,,,,,
Na2B4O7-WO3,66.7-33.3,+E,1070,1270,,49.7826,-47472.46,,,,,
Na2B4O7-WO3,71-29,+E,1070,1270,,53.4662,-48405.51,,,,,
Na2B4O7-WO3,75-25,+E,1070,1270,,59.009,-50242.31,,,,,
Na2B4O7-WO3,79-21,+E,1070,1270,,84.9694,-53953.58,,,,,
Na2B4O7-WO3,81.8-18.2,+E,1070,1270,,51.6383,-48685.84,,,,,
Na2B4O7-WO3,84.8-15.2,+E,1070,1270,,46.8646,-47786.26,,,,,
Na2B4O7-WO3,87.5-12.5,+E,1070,1270,,56.2119,-49505.92,,,,,
Na2B4O7-WO3,90-10,+E,1070,1270,,54.5624,-49476.63,,,,,
Na2B4O7-WO3,92.3-7.7,+E,1070,1270,,40.7502,-46242.34,,,,,
Na2B4O7-WO3,94.4-5.6,+E,1070,1270,,26.7059,-41748.65,,,,,
Na2B4O7-WO3,96.4-3.6,+E,1070,1270,,29.2078,-42372.08,,,,,
Na2B4O7-WO3,98.3-1.7,+E,1070,1270,,30.2486,-42878.35,,,,,
Na2B4O7-WO3,100-0,+E,1030,1260,,36.42,-45016.41,,,,"For 100% Na2B4O7, the results have been advanced as the recommended data set.",
Na2CO3,100,+E,1138,1240,1.5%,13.758,-14757.21,,,,,
Na2CrO4,100,+E,1073,1113,4%,21.858,-21290.22,,,,,
Na2MoO4,100,+E,1024.2,1237.2,3%,15.609,-21388.97,,,,,
Na2S,100,+E,1240,1320,,71.505,-30376.35,,,,,
Na2S-PbS,7.3-92.7,+E,1383,1483,,1388.63,-28288.08,,,,,
Na2S-PbS,23.2-76.8,+E,1290,1310,,4185.62,-56794.57,,,,,
Na2S-PbS,30-70,+E,1250,1310,,7867.04,-70300.74,,,,,
Na2S-PbS,36.6-63.4,P3,870,1310,,-38.2096,0.12305,-1.3092E-4,4.792E-8,,,
Na2S-PbS,43-57,+E,1070,1170,,408.588,-46803.01,,,,,
Na2S-PbS,54.4-45.6,+E,1090,1230,,58.7265,-30359.19,,,,,
Na2S-PbS,60-40,+E,930,1130,,32.7678,-23769.28,,,,,
Na2S-PbS,70-30,+E,930,1130,,32.7678,-23769.28,,,,,
Na2S-Sb2S3,0-100,+E,960,1240,,34932.7,-88561.28,,,,"The conductance of Sb2S3 (air atmosphere) is approx. 20 to 30 times larger than that of the recommended study (under argon atmosphere). At 1240 K, the values are 6.49 and 0.281 respectively.",
Na2S-Sb2S3,15.2-84.8,+E,920,1120,,886.913,-56763.6,,,,,
Na2S-Sb2S3,15.2-84.8,+E,1130,1210,,367181.,-114007.54,,,,,
Na2S-Sb2S3,15.2-84.8,+E,1220,1330,,1.35012000E8,-175291.61,,,,,
Na2S-Sb2S3,17.0-83.0,+E,920,1120,,551.777,-52959.87,,,,,
Na2S-Sb2S3,17.0-83.0,+E,1130,1210,,18189.3,-86124.9,,,,,
Na2S-Sb2S3,17.0-83.0,P3,1220,1330,,445.953,0.42307,-0.00156353,7.539E-7,,,
Na2S-Sb2S3,29.6-70.4,P4,920,1320,,-14.443,0.038281,-1.1056E-5,-3.4025E-8,2.2171E-11,,
Na2S-Sb2S3,44.8-55.2,P4,920,1320,,-9.9901,0.02588,-9.8225E-6,-1.5862E-8,1.0992E-11,,
Na2S-Sb2S3,58.9-41.1,+E,920,1320,,28.0506,-25655.04,,,,,
Na2S-Sb2S3,65.0-35.0,+E,920,1320,,25.751,-24355.47,,,,,
Na2S-Sb2S3,71.5-28.5,+E,920,1320,,17.8148,-20241.69,,,,,
Na2S-Sb2S3,80.0-20.0,+E,920,1320,,24.6036,-22420.34,,,,,
Na2S-Sb2S3,86.5-13.5,+E,920,1320,,26.5011,-21589.8,,,,,
Na2S-Sb2S3,100-0,+E,1240,1320,,71.505,-30376.35,,,,"For 100% Na2S, the results have been advanced as the recommended data set.",
Na2S-Tl2S,0-100,+E,770,1170,,1450.,-37543.66,,,,"For 100% Tl2S, the departures from the recommended data set are: 770 K, +74%, 910 K, +4.8%.",
Na2S-Tl2S,10-90,+E,770,1170,,2048.,-43556.17,,,,,
Na2S-Tl2S,20-80,+E,770,1170,,2006.9,-45710.96,,,,,
Na2S-Tl2S,30-70,+E,770,1170,,1140.,-43945.29,,,,,
Na2S-Tl2S,40-60,+E,770,1170,,678.77,-41007.65,,,,,
Na2S-Tl2S,50-50,+E,770,1170,,635.16,-41932.75,,,,,
Na2S-Tl2S,60-40,+E,870,1170,,594.73,-43660.77,,,,,
Na2S-Tl2S,70-30,+E,870,1170,,312.68,-41664.97,,,,,
Na2S-Tl2S,80-20,+E,870,1170,,148.63,-36882.58,,,,,
Na2SO4,100,+E,1189,1232,2%,11.8933,-15982.73,,,,,
Na2SO4-Rb2SO4,50-50,+E,1110,1260,,5.926,-15117.04,,,,,
Na2SO4-Tl2SO4,50-50,+E,1060,1210,,7.726,-16150.51,,,,,
Na2SO4-ZnSO4,25-75,+E,900,980,,28.5397,-34520.25,,,,,
Na2SO4-ZnSO4,33-67,+E,840,960,,29.6532,-34136.57,,,,,
Na2SO4-ZnSO4,50-50,+E,860,1040,,22.0993,-28952.51,,,,,
Na2SO4-ZnSO4,67-33,+E,940,1080,,17.632,-23922.42,,,,,
Na2SO4-ZnSO4,75-25,+E,1040,1120,,15.3287,-21686.87,,,,,
Na2S2.1,100,E2,728,840,2.5%,5.477,-3079.89,499.,,,,
Na2S2.9,100,E2,642,698,2.5%,3.859,-2491.2,458.,,,,
Na2S3.0,100,E2,582,693,2.5%,7.0407,-5698.7,329.,,,,
Na2S3.2,100,E2,458,694,2.5%,7.065,-5866.07,330.,,,,
Na2S3.8,100,E2,428,694,2.5%,7.086,-6447.65,325.,,,,
Na2S4.2,100,E2,456,671,2.5%,6.2783,-6171.5,341.,,,,
Na2S5.1,100,E2,477,681,2.5%,5.7935,-6330.5,344.,,,,
Na2TaF7,100,P2,873,1087,5%,-24.859,0.047561,-2.137E-5,,,,
Na2TiF6,100,+E,1000,1150,,24.66,-21719.51,,,,,
Na2WO4,100,+E,925.7,1774,5%,7.541,-16447.58,,,,,
Na2WO4-WO3,40-60,+E,1070,1190,,35.2689,-35291.79,,,,,
Na2WO4-WO3,44.98-55.02,+E,1050,1140,,86.9624,-41058.7,,,,,
Na2WO4-WO3,49.99-50.01,+E,1040,1160,,32.4002,-32575.5,,,,,
Na2WO4-WO3,59.60-40.40,+E,1010,1130,,51.9923,-35327.36,,,,,
Na2WO4-WO3,69.41-30.59,+E,970,1110,,37.0611,-30380.53,,,,,
Na2WO4-WO3,79.46-20.54,+E,920,1070,,63.4642,-31883.03,,,,,
Na2WO4-WO3,89.67-10.33,+E,980,1130,,21.3403,-27109.43,,,,,
Na2WO4-WO3,100-0,+E,990,1130,,19.89,-24941.24,,,,"For 100% Na2WO4, the departures from the recommended data set are: 980 K, -7%,1140 K, +7%.",
Na3AlF6,100,+E,1273,1353,2%,8.896,-12238.82,,,,,
Na3AlF6-SiO2,100-80 Na3AlF6,I2,1273,,,5.756,-0.08525,5.56E-4,,,"For 100% Na3AlF6 at 1273 K, the departure from the recommended data set is +0.2%.",
Na4P2O7,100,+E,1270,1320,,22.812,-24568.86,,,,,
Na4P2O7-WO3,27-73,+E,1280,1370,,9.19597,-28740.8,,,,,
Na4P2O7-WO3,34-66,+E,1070,1370,,4.74767,-20209.89,,,,,
Na4P2O7-WO3,40-60,+E,1070,1370,,4.06308,-18112.,,,,,
Na4P2O7-WO3,45-55,+E,1070,1370,,5.04345,-19250.07,,,,,
Na4P2O7-WO3,50-50,+E,1070,1370,,10.5636,-25352.95,,,,,
Na4P2O7-WO3,55.2-44.8,+E,1070,1370,,14.1386,-27385.99,,,,,
Na4P2O7-WO3,60-40,+E,1120,1370,,10.5623,-23573.89,,,,,
Na4P2O7-WO3,64.8-35.2,+E,1190,1370,,6.01242,-17172.26,,,,,
Na4P2O7-WO3,69.3-30.7,+E,1190,1370,,6.54738,-17794.85,,,,,
